Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2023,251585,Bell,Submitted,3730 N Oakley Ave,60618,1.0,,North Center,K-12 School,112084,1916,2,,25,2732715.1,7672940.4,,,,92.8,140.1,107.7,155.9,789.9,7,41.900149,-87.622217,POINT (-87.622217 41.900149),2023-251585
2023,251917,CHICAGO MID NORTH (1437),Submitted,2939 W Addison St,60618,3.0,,Irving Park,Retail Store,191143,2003,1,1575,67,10295829.7,5068500.4,,,,80.4,178.7,85.3,183.9,1709.8,8.9,41.807441,-87.748567,POINT (-87.748567 41.807441),2023-251917
2023,255191,Culver,Submitted,1025 East 57th Street,60637,2.0,,Hyde Park,Laboratory,30126,1897,1,,,1712203.1,,4045463.3,1415166.6,,238.1,363.4,253.4,381.7,582.8,19.3,41.791281,-87.600238,POINT (-87.600238 41.791281),2023-255191
2023,160198,The Blackstone Hotel,Submitted,636 South Michigan Avenue,60605,2.0,,Loop,Hotel,314666,1910,1,,46,13850834.1,20658738.9,,,,109.7,192.2,114.5,196.1,3035.3,9.6,41.894671,-87.634904,POINT (-87.634904 41.894671),2023-160198
2023,257122,,Not Covered 2024,812 W Adams St,60607,,true,Near West Side,Residential,,,,,,,,,,,,,,,,,41.879356,-87.647925,POINT (-87.647925 41.879356),2023-257122
2023,101177,,Not Submitted,6901 6921 S Paxton Ave,60649,0.0,,South Shore,Residential,,,,,,,,,,,,,,,,,41.905055,-87.755692,POINT (-87.755692 41.905055),2023-101177
2023,157346,East Park Tower,Submitted,5242 S Hyde Park,60615,4.0,,Hyde Park,Multifamily Housing,137394,1928,1,,85,1653157.9,7345279.8,,,,65.5,89.8,74.4,99.9,621.5,4.5,41.785958,-87.59431,POINT (-87.59431 41.785958),2023-157346
2023,134516,(IL219) - 333 S Des Plaines (333 S. Des Plaines),Submitted,333 S. Des Plaines,60661,2.5,,Near West Side,Multifamily Housing,178336,1924,1,,40,4465433.8,6144611.4,,,,59.5,106.3,59.2,105.5,951.2,5.3,41.88568,-87.703648,POINT (-87.703648 41.88568),2023-134516
2023,251314,Clock Tower Lofts Condominium Association,Submitted,2300 W Wabansia Ave,60647,0.0,,West Town,Multifamily Housing,130866,1915,1,,89,2177640.5,5402608.2,,,,57.9,89.9,70.1,102.2,578.1,4.42,41.779797,-87.617175,POINT (-87.617175 41.779797),2023-251314
2023,159897,Shoreland,Submitted,5454 S Shore Drive,60615,4.0,,Hyde Park,Multifamily Housing,638697,1925,1,,98,9470264.5,10135629.7,,,,30.7,58.2,32.8,61.1,1863.4,2.9,41.874381,-87.632807,POINT (-87.632807 41.874381),2023-159897
2023,114291,2912 Condominium Association,Submitted,2912-2914 N. Commonwealth Ave.,60657,4.0,,Lake View,Multifamily Housing,59677,1926,1,,74,699546.7,4465357.3,,,,86.5,111.4,100,125.4,335.1,5.6,41.982936,-87.727868,POINT (-87.727868 41.982936),2023-114291
2023,252086,Palmer House Office Center - Thor Equities,Not Submitted,27 E Monroe St,60603,0.0,,Loop,Office,,,,,,,,,,,,,,,,,41.989051,-87.665262,POINT (-87.665262 41.989051),2023-252086
2023,130949,Life Changers International Church,Not Covered 2024,1337 W 15th St,60608,,true,Near West Side,Commercial,,,,,,,,,,,,,,,,,41.989006,-87.6555,POINT (-87.6555 41.989006),2023-130949
2023,240557,345 Fullerton Parkway Condominium Association,Submitted,345 West Fullerton Parkway,60614,3.5,,Lincoln Park,Multifamily Housing,291527,1972,2,9980,73,5896185.8,14631799.9,,,,70.4,109.3,77.3,117.5,1602.2,5.5,41.789564,-87.591406,POINT (-87.591406 41.789564),2023-240557
2023,172765,The Oaks,Submitted,820 South Park Terrace,60605,3.0,,Loop,Multifamily Housing,157844,1979,1,,63,2394763.2,10831799.8,,,,83.8,114.5,91.8,123.1,910.4,5.8,41.721804,-87.613994,POINT (-87.613994 41.721804),2023-172765
2023,101592,5452 S Ellis,Submitted,5452-5466 S. Ellis Ave,60615,4.0,,Hyde Park,Multifamily Housing,51368,1900,1,,91,233520.6,3091010,,,,64.7,75.9,73.7,85.3,196.9,3.8,41.947338,-87.642865,POINT (-87.642865 41.947338),2023-101592
2023,160425,Chestnut Place Apartments,Submitted,850 North State Street,60610,4.0,,Near North Side,Multifamily Housing,257712,1982,1,,83,8541371.9,3183465.1,,,,45.5,105.8,48.8,114.2,1364.2,5.3,41.98121,-87.838013,POINT (-87.838013 41.98121),2023-160425
2023,250078,Henry Horner Annex,Submitted,1815 W. Monroe Street,60612,4.0,,Near West Side,Multifamily Housing,102000,1969,1,,93,1935701.3,2802299.9,,,,46.5,82,49.7,86.8,419.7,4.1,41.876863,-87.627797,POINT (-87.627797 41.876863),2023-250078
2023,119987,70800552 -- Chicago,Submitted,7030 S Ashland Avenue,60601,1.0,,West Englewood,Supermarket/Grocery Store,63284,2006,1,,21,7984443.7,15914027.9,,,,377.6,617.3,377.1,615.7,1962.5,31,42.0127,-87.664647,POINT (-87.664647 42.0127),2023-119987
2023,173476,St. Demetrios Greek Orthodox Church,Submitted,2727 W Winona St,60625,3.5,,Lincoln Square,Worship Facility,63141,1924,1,0,54,726882.2,2520525.3,,,,51.4,74.1,60.8,82.9,235.6,3.7,41.875573,-87.626376,POINT (-87.626376 41.875573),2023-173476
2023,254246,North Washington Park Manor,Submitted,550 E 50th Place,60615,2.0,,Grand Boulevard,Multifamily Housing,53200,1985,1,,46,1034018,3401805.5,,,,83.4,121.6,84,123.3,325.4,6.1,41.948277,-87.644878,POINT (-87.644878 41.948277),2023-254246
2023,102435,60 W Erie Condo,Submitted,60 W Erie St Apt 1401,60654,1.0,,Near North Side,Multifamily Housing,68800,2003,1,,3,4325456.7,923297.4,,,,76.3,190.1,80.3,200.5,654.3,9.5,41.872086,-87.633718,POINT (-87.633718 41.872086),2023-102435
2023,254096,350 W Belden,Submitted,350 W Belden Ave,60614,4.0,,Lincoln Park,Multifamily Housing,140220,1955,1,,98,2016245.1,2140441.3,,,,29.6,56.3,33.2,61,395.8,2.8,41.900944,-87.619708,POINT (-87.619708 41.900944),2023-254096
2023,173961,Chatham Park South Co-Op,Submitted,660 E 85th Street,60619,2.5,,Chatham,Multifamily Housing,75264,1983,1,,54,2935811.4,1817969.4,,,,63.2,134.6,68.4,145.6,507.3,6.7,41.873881,-87.679779,POINT (-87.679779 41.873881),2023-173961
2023,251735,Pritzker,Submitted,2009 W Schiller St,60622,1.5,,West Town,K-12 School,66300,1961,1,,34,1611003.1,3683520.1,,,,79.9,126.4,88.5,135.4,421.1,6.4,41.993958,-87.65536,POINT (-87.65536 41.993958),2023-251735
2023,137657,Union Park Lofts Condominium Association,Submitted,1327 W. Washington Blvd.,60607,4.0,,Near West Side,Multifamily Housing,100200,2006,1,,98,1382373.7,2156651.8,,,,35.3,61.2,39.7,65.6,308,3.1,41.940909,-87.639369,POINT (-87.639369 41.940909),2023-137657
2023,254011,(IL624) - Sheridan Grande Condo (4848 N. Sheridan Rd.),Submitted,4848 N. Sheridan Rd.,60640,1.5,,Uptown,Multifamily Housing,110976,2006,1,,33,3093049.8,6236027.6,,,,84.1,137,93.3,147.6,764,6.9,41.866091,-87.622667,POINT (-87.622667 41.866091),2023-254011
2023,251592,Cleveland,Submitted,3121 W Byron St,60618,2.5,,Irving Park,K-12 School,97461,1910,2,,52,1715908.5,5209450,,,,71.1,105.4,82.7,117.6,516.8,5.3,41.943004,-87.768945,POINT (-87.768945 41.943004),2023-251592
2023,254173,Sullivan Station Apartments,Not Submitted,1060 E  41st St,60609,0.0,,Oakland,Residential,,,,,,,,,,,,,,,,,41.887921,-87.63236,POINT (-87.63236 41.887921),2023-254173
2023,101681,Ascension Resurrection Medical Center Campus.,Submitted,7435 West Talcott Avenue,60631,2.0,,Norwood Park,Hospital (General Medical & Surgical),1096074,1953,2,,46,86268188.6,162639539.1,,,,227.1,376.2,235,380,20709.2,18.9,41.83433,-87.623174,POINT (-87.623174 41.83433),2023-101681
2023,175049,,Not Submitted,7311 7339 S Cottage Grove Ave,60619,0.0,,Greater Grand Crossing,Residential,,,,,,,,,,,,,,,,,41.820382,-87.614382,POINT (-87.614382 41.820382),2023-175049
2023,135082,Standard Club of Chicago,Not Submitted,320 S Plymouth Ct,60604,0.0,,Loop,Social/Meeting Hall,,,,,,,,,,,,,,,,,42.006531,-87.681498,POINT (-87.681498 42.006531),2023-135082
2023,163996,St Vincent Depaul,Submitted,2145 North Halsted,60614,2.0,,Lincoln Park,Pre-school/Daycare,144166,2001,1,,,4017269.9,7835756.2,,,,82.2,135.1,91.1,144.2,978.3,6.8,41.949548,-87.694821,POINT (-87.694821 41.949548),2023-163996
2023,256773,,Not Submitted,1604 N Richmond St,60647,0.0,,West Town,,,,,,,,,,,,,,,,,,41.805523,-87.725819,POINT (-87.725819 41.805523),2023-256773
2023,101716,311 S. Wacker,Submitted,311 South Wacker,60606,4.0,,Loop,Office,1433821,1990,1,18628,81,64819597.1,,,,,45.2,126.6,48.2,134.9,9069.5,6.3,41.89454,-87.624095,POINT (-87.624095 41.89454),2023-101716
2023,243190,2 East Erie Condominium Association,Submitted,2 East Erie Street,60611,1.0,,Near North Side,Multifamily Housing,398623,2002,1,,17,13452940.6,15794284.6,,2303772.1,,79.1,141.4,85.1,148.8,,,41.803159,-87.596864,POINT (-87.596864 41.803159),2023-243190
2023,165664,DANK Haus German American Cultural Center,Not Submitted,4740 N Western Ave,60625,0.0,,Lincoln Square,Mixed Use Property,,,,,,,,,,,,,,,,,41.908621,-87.684588,POINT (-87.684588 41.908621),2023-165664
2023,160445,Cobbler SOuare Lofts (cO34),Submitted,1350 Wells St,60610,4.0,,Near North Side,Multifamily Housing,307867,1989,1,9859,65,7968203,4770299.8,,,,41.4,88.7,43.4,90.9,1368.3,4.4,41.964855,-87.714831,POINT (-87.714831 41.964855),2023-160445
2023,255955,Landmark West Loop,Submitted,1035 W Van Buren Street,60607,1.0,,Near West Side,Multifamily Housing,250817,2017,1,8204,26,10650572.5,7851698.4,,,,73.8,151.8,77.7,155.9,1907.3,7.6,41.879284,-87.637101,POINT (-87.637101 41.879284),2023-255955
2023,162430,Providence St. Mel School,Not Submitted,119 S Central Park Blvd,60624,0.0,,East Garfield Park,K-12 School,,,,,,,,,,,,,,,,,41.789542,-87.601115,POINT (-87.601115 41.789542),2023-162430
2023,130684,Chicago Medical Training Office,Not Submitted,7431 7445 S East End Ave,60649,0.0,,South Shore,Commercial,,,,,,,,,,,,,,,,,41.957885,-87.797557,POINT (-87.797557 41.957885),2023-130684
2023,256789,Independence Apartments,Submitted,4022 N Elston,60618,2.0,,Irving Park,Multifamily Housing,60454,2019,1,,46,2190565.5,414106.9,,,,43.1,108.7,44.1,109.7,328.5,5.4,42.011475,-87.66463,POINT (-87.66463 42.011475),2023-256789
2023,256673,Harding Court,Submitted,4845-4859 N Harding,60625,4.0,,Albany Park,Multifamily Housing,51824,1960,1,,89,672490.9,1992697,,,,51.4,76.7,56.6,82,199.9,3.9,41.995015,-87.658516,POINT (-87.658516 41.995015),2023-256673
2023,157955,Hilton Chicago (CHICH),Submitted,720 S. Michigan Avenue,60605,3.0,,Loop,Hotel,2054590,1927,1,165672,70,75704574.2,113169359.3,,,,91.9,161,97.7,168.1,16603.5,8.1,41.782909,-87.602597,POINT (-87.602597 41.782909),2023-157955
2023,251651,Gary,Submitted,3740 W 31st St,60623,1.5,,South Lawndale,K-12 School,132193,1911,3,,36,3437214.8,6496410,,,,75.1,124.4,89.4,143.7,826,6.2,41.880853,-87.628042,POINT (-87.628042 41.880853),2023-251651
2023,159963,Northwest Home for the Aged,Submitted,6840 N Sacramento Ave,60645,1.0,,West Ridge,Senior Living Community,150000,1985,1,,18,5797629.8,7334300.1,,,,87.5,159.6,94.8,165.3,1200.8,8,41.80449,-87.58474,POINT (-87.58474 41.80449),2023-159963
2023,101708,233 North Michigan Avenue,Submitted,233 North Michigan Avenue,60601,,true,Loop,Office,1051591,1972,1,,,34371318.9,40362287.9,,,,71.1,131.8,79.2,142.1,6953.1,6.6,41.890001,-87.621439,POINT (-87.621439 41.890001),2023-101708
2023,115942,Britton Budd,Submitted,501 W Surf St,60657,4.0,,Lake View,Multifamily Housing,267400,2009,1,,82,5022623.2,6089899.8,,,,41.6,76.5,44.5,80.6,1026.2,3.8,41.838031,-87.627783,POINT (-87.627783 41.838031),2023-115942
2023,174279,Diversey SOuare Phase 1 - TOTAL,Submitted,3300 W Diversey Ave,60647,2.0,,Avondale,Multifamily Housing,181132,1920,6,9751,49,2684749.7,12989714.2,,,,86.5,116.8,95.2,126.3,1065.6,5.9,41.88391,-87.644042,POINT (-87.644042 41.88391),2023-174279
2023,251570,McAuliffe,Submitted,1841 N Springfield Ave,60647,1.0,,Hermosa,K-12 School,90799,1990,1,,25,4337140,498630,,,,53.3,139.5,57,149.1,633.3,7,41.968692,-87.675692,POINT (-87.675692 41.968692),2023-251570
2023,104836,Barry Building IV,Submitted,445 West Barry Avenue,60657,4.0,,Lake View,Multifamily Housing,82550,1971,1,,96,2013374.1,1644300.7,,,,44.3,89.2,48.6,98.6,369,4.5,41.798051,-87.585332,POINT (-87.585332 41.798051),2023-104836
2023,106113,,Not Submitted,721 729 W Sheridan Rd,60613,0.0,,Lake View,Residential,,,,,,,,,,,,,,,,,41.939222,-87.639665,POINT (-87.639665 41.939222),2023-106113
2023,114196,1550 State Parkway Condominium Association,Submitted,1550 N State Pkwy,60610,2.5,,Near North Side,Multifamily Housing,104400,1912,1,,52,1912208.3,7011116.3,,,,85.5,121.8,95.1,132.6,639.9,6.1,41.932713,-87.680965,POINT (-87.680965 41.932713),2023-114196
2023,160375,West 77 (we045),Submitted,77 West Huron Street,60654,3.0,,Near North Side,Multifamily Housing,390703,1988,1,10540,61,8828476.7,14773954.9,,,,60.4,103,66.3,110.1,2020,5.2,41.894929,-87.651082,POINT (-87.651082 41.894929),2023-160375
2023,251532,Chappell,Submitted,2135 W Foster Ave,60625,1.0,,Lincoln Square,K-12 School,87149,1937,3,,13,3581716.1,4310829.9,,,,90.6,167,101.9,178.9,730.1,8.4,41.877321,-87.643833,POINT (-87.643833 41.877321),2023-251532
2023,256560,AM1980 (am028),Submitted,1980 N Milwaukee Ave,60647,4.0,,Logan Square,Multifamily Housing,85652,2022,1,1596,85,2307788.7,2673155.8,,,,58.2,108.2,61.1,111.3,464.9,5.4,41.867808,-87.680453,POINT (-87.680453 41.867808),2023-256560
2023,255743,Burnham Pointe,Submitted,730 S Clark St,60605,1.0,,Loop,Multifamily Housing,394506,2008,1,12824,21,13913667.4,16710383.3,,,,77.6,143.2,84.8,152.5,2834.4,7.2,41.97544,-87.726486,POINT (-87.726486 41.97544),2023-255743
2023,251219,555 Cornelia (251219),Submitted,555 West Cornelia Ave.,60657,4.0,,Lake View,Multifamily Housing,220800,1961,1,,95,1505480.6,13224600.4,,,,66.7,82,74.7,90.6,913.1,4.1,41.886336,-87.716203,POINT (-87.716203 41.886336),2023-251219
2023,100856,United Center Office Building,Not Submitted,1901 W Madison St,60612,0.0,,Near West Side,,,,,,,,,,,,,,,,,,41.681059,-87.539114,POINT (-87.539114 41.681059),2023-100856
2023,175889,The Scott Condominium Association,Submitted,60-70 E. Scott St.,60610,2.0,,Near North Side,Multifamily Housing,80419,1918,2,,50,2712701.7,1031540.4,,,,46.6,107.9,51.8,121.9,434.4,5.4,41.8838,-87.642863,POINT (-87.642863 41.8838),2023-175889
2023,251887,Stem,Submitted,1522 W Fillmore St,60607,2.5,,Near West Side,K-12 School,69329,1894,2,,31,1491815.1,4660360.4,,,,88.7,130.8,103.5,146.9,456.3,6.6,41.973049,-87.728309,POINT (-87.728309 41.973049),2023-251887
2023,114197,,Not Submitted,1316 1326 N State Pkwy,60610,0.0,,Near North Side,Residential,,,,,,,,,,,,,,,,,41.932511,-87.739425,POINT (-87.739425 41.932511),2023-114197
2023,101929,200 S. Michigan Ave,Submitted,200 S. Michigan Ave,60604,4.0,,Loop,Office,371566,1955,1,,92,6916062.2,11641800.1,,,,49.9,85,58.6,97.3,1586,4.3,41.879741,-87.708082,POINT (-87.708082 41.879741),2023-101929
2023,251790,StMonica_School,Submitted,5115 N. Mont Clare Ave.,60656,2.0,,Norwood Park,K-12 School,54061,1958,1,,43,812449.6,2819199.6,,,,67.2,96.8,78.9,109.1,263.4,4.9,41.863354,-87.656301,POINT (-87.656301 41.863354),2023-251790
2023,116644,,Not Submitted,60  E 36th Pl,60653,0.0,,Douglas,Residential,,,,,,,,,,,,,,,,,41.873634,-87.628527,POINT (-87.628527 41.873634),2023-116644
2023,240959,340 West Superior Condominium Association,Submitted,340 W. Superior,60654,1.5,,Near North Side,Multifamily Housing,283145,2002,1,,34,5709119.1,12273627.4,,,,63.5,102,71.6,109.8,1450.7,5.1,41.862402,-87.666419,POINT (-87.666419 41.862402),2023-240959
2023,105604,,Not Submitted,525 531 W Arlington Pl,60614,0.0,,Lincoln Park,Residential,,,,,,,,,,,,,,,,,41.962514,-87.654611,POINT (-87.654611 41.962514),2023-105604
2023,116122,The Legacy HB at Clarendon Park,Submitted,4520 N. Clarendon Ave.,60640,4.0,,Uptown,Multifamily Housing,74503,1918,1,,83,1717115.3,2240886.4,,,,53.1,96.1,56.3,104.9,359.3,4.8,41.933042,-87.638023,POINT (-87.638023 41.933042),2023-116122
2023,256710,Bennett Apartments,Not Submitted,7131 S Bennett,60649,0.0,,South Shore,Residential,,,,,,,,,,,,,,,,,42.00072,-87.658564,POINT (-87.658564 42.00072),2023-256710
2023,128170,,Not Submitted,1301 1311 W Fletcher St,60657,0.0,,Lake View,Residential,,,,,,,,,,,,,,,,,41.914916,-87.723898,POINT (-87.723898 41.914916),2023-128170
2023,135620,,Not Submitted,8704 S Constance Ave,60617,0.0,,Calumet Heights,Commercial,,,,,,,,,,,,,,,,,41.838384,-87.625292,POINT (-87.625292 41.838384),2023-135620
2023,250014,Mann Park,Not Submitted,2949 E 131st St,60633,0.0,,Hegewisch,Other - Recreation,,,,,,,,,,,,,,,,,41.944414,-87.647758,POINT (-87.647758 41.944414),2023-250014
2023,254570,Sherwin Sheridan LLC,Submitted,7347-65 Sheridan Rd,60626,4.0,,Rogers Park,Multifamily Housing,99500,1950,1,,61,561478.8,6389755,,,,69.9,83.2,79.1,92.7,418,4.2,41.987163,-87.842645,POINT (-87.842645 41.987163),2023-254570
2023,173845,1338 West Argyle Street (wr80),Submitted,1338-1354 W Argyle St,60640,3.0,,Uptown,Multifamily Housing,51150,1931,1,,61,780740.7,4157249.4,,,,96.5,128.1,108.8,140.6,330.1,6.5,41.968509,-87.761114,POINT (-87.761114 41.968509),2023-173845
2023,112320,Thorndale Manor Apartments,Submitted,1020 West Thorndale Ave,60660,1.0,,Edgewater,Multifamily Housing,55000,1976,1,,17,1022918,5211669.6,,,,113.4,151.6,129.8,168.8,419.9,7.6,41.765176,-87.577096,POINT (-87.577096 41.765176),2023-112320
2023,113452,Plymouth Court,Submitted,1115 S. Plymouth Court,60605,4.0,,Loop,Multifamily Housing,161250,1978,1,,93,3023443.2,3830468.6,,,,42.5,77.4,47.1,85.4,626.5,3.9,41.88265,-87.635473,POINT (-87.635473 41.88265),2023-113452
2023,257025,,Not Covered 2024,700 W. Chicago Ave.,60654,,true,West Town,Commercial,,,,,,,,,,,,,,,,,41.934261,-87.638066,POINT (-87.638066 41.934261),2023-257025
2023,251877,Williams Multiplex Elementary -CPS,Not Covered 2024,2710 S Dearborn St,60616,,true,Douglas,K-12 School,,,,,,,,,,,,,,,,,41.950481,-87.730605,POINT (-87.730605 41.950481),2023-251877
2023,255957,Old Town Park 1,Submitted,1140 N Wells St,60610,4.0,,Near North Side,Multifamily Housing,646690,2018,1,,86,14477525,12590456.8,,,,41.9,83.1,44.5,87,2694.4,4.2,41.862255,-87.718259,POINT (-87.718259 41.862255),2023-255957
2023,175995,IL2125ZZ-OUINCY COURT BLDG,Submitted,11 W Ouincy Court,60604,4.0,,Loop,Office,120592,1985,1,256,89,2278455.7,2010197.8,,,,35.6,70.4,38.8,74.5,425.6,3.5,41.870716,-87.718341,POINT (-87.718341 41.870716),2023-175995
2023,257168,The Sally,Not Covered 2024,1135 W Winona St,60640,,true,Uptown,Residential,,,,,,,,,,,,,,,,,41.975077,-87.65935,POINT (-87.65935 41.975077),2023-257168
2023,254355,Schreiber Center- ID#254355,Submitted,16 E Pearson St,60661,4.0,,Near North Side,College/University,126000,2016,1,2,,2634038.5,2446534.4,,,,40.3,78.9,43.4,82.1,498.5,4,41.856001,-87.657989,POINT (-87.657989 41.856001),2023-254355
2023,251544,Peck ES,Submitted,3826 W 58th St,60629,4.0,,West Elsdon,K-12 School,149530,1926,5,,77,3097280.5,3021089.9,,,,40.9,79.2,45,84.6,593.8,4,41.81448,-87.608455,POINT (-87.608455 41.81448),2023-251544
2023,112765,309-The Breakers at Edgewater Beach,Submitted,5333 North Sheridan Road,60640,4.0,,Edgewater,Senior Living Community,1742595,2005,1,19867,98,8572155.3,22075702.3,,,,17.6,27.1,19.3,28.8,2372,1.4,41.923205,-87.648535,POINT (-87.648535 41.923205),2023-112765
2023,251793,StThomastheApostle_School,Submitted,5467 S. Kimbark Ave.,60615,3.5,,Hyde Park,K-12 School,63851,1950,1,,72,162765.1,4678999.7,,,,75.8,84.1,89.3,98.2,271.3,4.2,41.900931,-87.634515,POINT (-87.634515 41.900931),2023-251793
2023,228455,Hemingway House Condominium Association,Submitted,1850 N. Clark Street,60614,1.0,,Lincoln Park,Multifamily Housing,212100,1969,1,,21,6074052.6,20607008.8,,,,125.8,182.2,137,194.2,1944.4,9.2,41.903447,-87.629825,POINT (-87.629825 41.903447),2023-228455
2023,251576,Henry,Submitted,4250 N Saint Louis Ave,60618,4.0,,Irving Park,K-12 School,90100,1904,2,,83,1202262.6,2910619.7,,,,45.6,71.3,50.8,76.7,322.8,3.6,41.896554,-87.629193,POINT (-87.629193 41.896554),2023-251576
2023,104834,515-523 W. Barry Ave.,Submitted,515 W. Barry Ave.,60657,2.5,,Lake View,Multifamily Housing,58593,1967,1,,53,939664.8,3549652,,,,76.6,108.5,83.3,115.2,320,5.5,41.803731,-87.622545,POINT (-87.622545 41.803731),2023-104834
2023,150992,4101-4113 N Kedzie Ave: 4113 North Kedzie Avenue,Submitted,4113 North Kedzie Avenue,60618,1.5,,Irving Park,Multifamily Housing,53252,1929,1,,35,481083.5,3996885.4,,,,84.1,104.1,84,104,279.6,5.3,41.828863,-87.692493,POINT (-87.692493 41.828863),2023-150992
2023,251240,5757 N. Sheridan Condominium Association,Submitted,5757 N. Sheridan,60660,2.0,,Edgewater,Multifamily Housing,197627,1962,1,,18,3471243.1,20503788.2,,,,121.3,158.1,140.5,178.8,1574.7,8,41.893608,-87.632801,POINT (-87.632801 41.893608),2023-251240
2023,132594,McKinley Park Lofts Condominium Association,Submitted,2323 W Pershing Rd,60609,4.0,,New City,Multifamily Housing,207826,1940,1,,96,3035745.7,6172005.4,,,,44.3,72.1,47.5,75.1,752.6,3.6,41.932499,-87.641384,POINT (-87.641384 41.932499),2023-132594
2023,182200,Del Prado,Submitted,5301-5317 S. Hyde Park Boulevard,60615,2.0,,Hyde Park,Multifamily Housing,238232,1918,1,,,8966036.5,4447599.8,,,,56.3,125,60.6,135.9,1490.8,6.3,41.984626,-87.656496,POINT (-87.656496 41.984626),2023-182200
2023,160363,Flair Tower,Submitted,222 W. Erie Street,60654,2.0,,Near North Side,Multifamily Housing,256900,2010,1,8394,49,8681779,7292880,,,,62.2,124.4,66.5,129,1602.1,6.2,42.009665,-87.669949,POINT (-87.669949 42.009665),2023-160363
2023,171887,1820 N Spaulding,Submitted,1820 N Spaulding,60647,4.0,,Logan Square,Multifamily Housing,65000,2015,1,,87,932235.8,2794618.6,,,,57.3,85.3,64.6,92.6,278.9,4.3,41.693016,-87.627767,POINT (-87.627767 41.693016),2023-171887
2023,251718,McPherson,Submitted,4728 N Wolcott Ave,60640,1.0,,Lincoln Square,K-12 School,155337,1888,4,,21,3916256.1,11302319.7,,,,98,147,112.9,162.7,1148.3,7.4,41.995856,-87.699727,POINT (-87.699727 41.995856),2023-251718
2023,256953,Parkside of Old Town Phase III Midrise,Submitted,532 W Hobbie 551 W Elm 531 W Elm,60610,0.0,,Near North Side,Multifamily Housing,112400,2021,3,3704,36,4188941.5,3489030.1,,,,68.3,136.9,73.5,146.1,745.4,6.6,42.007759,-87.678167,POINT (-87.678167 42.007759),2023-256953
2023,243683,3950 N Lake Shore Drive CA,Submitted,3950 N. Lake Shore Drive,60613,2.0,,Lake View,Multifamily Housing,742292,1957,5,,46,14559692,57877505.7,,,,97.6,136.8,105.5,144.8,5111.3,6.9,41.954313,-87.673646,POINT (-87.673646 41.954313),2023-243683
2023,120518,HHCS ICRC,Submitted,3500 S Giles Street,60653,1.0,,Douglas,Residential Care Facility,70455,1974,1,,,2711156.6,7184154.8,,,,140.4,214.8,152.7,226.7,760.9,10.8,41.876235,-87.652011,POINT (-87.652011 41.876235),2023-120518
2023,134783,Alice B. Sharp Building,Submitted,37 S. Wabash Avenue,60606,2.0,,Loop,College/University,227736,1903,1,,,11210337.1,9507999.8,,,,91,181.7,98.6,189.7,2073.6,9.1,41.775441,-87.609321,POINT (-87.609321 41.775441),2023-134783
2023,128007,,Not Submitted,7248 7256 N Western Ave,60645,0.0,,West Ridge,Residential,,,,,,,,,,,,,,,,,41.901936,-87.63341,POINT (-87.63341 41.901936),2023-128007
2023,173789,,Not Submitted,5332 5340 W Windsor,60630,0.0,,Portage Park,Residential,,,,,,,,,,,,,,,,,41.87786,-87.698775,POINT (-87.698775 41.87786),2023-173789
2023,137211,Skyline Michigan Condominium Association,Submitted,1601 S Michigan Ave,60616,4.0,,Near South Side,Multifamily Housing,55223,1997,1,,88,970408,2310141.4,,,,59.4,93.1,66.5,101,258.5,4.7,41.84035,-87.629175,POINT (-87.629175 41.84035),2023-137211
2023,173908,5000 South Cornell,Submitted,5000 South Cornell Ave,60615,4.0,,Kenwood,Multifamily Housing,149950,1930,1,,94,1361759.7,7946841.7,,,,62.1,81.1,69.7,89.3,612.6,4.1,41.969987,-87.654696,POINT (-87.654696 41.969987),2023-173908
2023,133957,Capitol Hill Lofts,Submitted,625 W Jackson,60661,4.0,,Near West Side,Multifamily Housing,120000,1918,1,,90,2275824,3801534.7,,,,50.6,86.4,55,90.4,520.4,4.3,41.932939,-87.641493,POINT (-87.641493 41.932939),2023-133957
2023,172276,Sangamon Lofts Condominium Association,Submitted,411 S. Sangamon St.,60607,4.0,,Near West Side,Multifamily Housing,178600,1920,1,,97,2497453.9,4399590.7,,,,38.6,65,43.5,70.7,583.1,3.3,41.981733,-87.657299,POINT (-87.657299 41.981733),2023-172276
2023,104879,2600 N Hampden,Submitted,2600 N Hampden Court,60614,3.5,,Lincoln Park,Multifamily Housing,65000,2005,1,,78,2453611.2,,,,,37.7,105.7,41.6,116.5,343.3,5.3,41.729656,-87.576605,POINT (-87.576605 41.729656),2023-104879
2023,252262,Humboldt Ridge Apartments,Not Submitted,1816 N St Louis Ave,60647,0.0,,Logan Square,Residential,,,,,,,,,,,,,,,,,41.722941,-87.662863,POINT (-87.662863 41.722941),2023-252262
