COMPLAINT ID,COMPLAINT TYPE,ADDRESS,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,DATA SOURCE,RESOLUTION,RESOLVED DATE,complaint_lat,complaint_lon,LOCATION,Property Name,Address,ZIP Code,Primary Property Type,ENERGY STAR Score,Total GHG Emissions (Metric Tons CO2e),energy_lat,energy_lon
601441375,Noise Complaint,4652 N SHERIDAN RD,4652,,N,SHERIDAN,RD,417325,2023-09-25T00:00:00Z,"Dos Bros is using equipment that is incredibly loud, shakes my floors, walls, and has made wall mounted furniture fall from the wall. Please help",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-26T00:00:00Z,41.96703976288,-87.65494521476,POINT (-87.65494521476 41.967039762881),ASPIRE,2111 S WABASH,60616,MULTIFAMILY HOUSING,68.0,1518.6,41.966756,-87.654648
601441375,Noise Complaint,4652 N SHERIDAN RD,4652,,N,SHERIDAN,RD,417325,2023-09-25T00:00:00Z,"Dos Bros is using equipment that is incredibly loud, shakes my floors, walls, and has made wall mounted furniture fall from the wall. Please help",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-26T00:00:00Z,41.96703976288,-87.65494521476,POINT (-87.65494521476 41.967039762881),BVM HALL/SES-ID#175895,6364 N SHERIDAN RD,60660,OFFICE,83.0,570.1,41.967376,-87.654882
601441375,Noise Complaint,4652 N SHERIDAN RD,4652,,N,SHERIDAN,RD,417325,2023-09-25T00:00:00Z,"Dos Bros is using equipment that is incredibly loud, shakes my floors, walls, and has made wall mounted furniture fall from the wall. Please help",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-26T00:00:00Z,41.96703976288,-87.65494521476,POINT (-87.65494521476 41.967039762881),(IL392) - TRIBUNE TOWER (435 N MICHIGAN AVENUE),435 N MICHIGAN AVENUE,60611,MULTIFAMILY HOUSING,74.0,4084.6,41.966667,-87.654942
601297253,Noise Complaint,1121 N STATE ST,1121,,N,STATE,ST,417325,2023-01-19T00:00:00Z,": Constant beeping noise 24/7 coming from the direction of State St, per condo building maintenance staff",DEPT. OF PUBLIC HEALTH,Resolved,2023-01-20T00:00:00Z,41.90244228708,-87.62819416454,POINT (-87.628194164538 41.902442287075),THE WHITNEY CONDOMINIUM ASSOCIATION,1301 N DEARBORN,60610,MULTIFAMILY HOUSING,68.0,1162.0,41.902312,-87.628497
601390593,Noise Complaint,1160 N LARRABEE ST,1160,,N,LARRABEE,ST,129151,2023-07-05T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-07T00:00:00Z,41.90324165312,-87.64335213929,POINT (-87.643352139294 41.903241653118),1111 N CLARK ST,1111 N CLARK ST,60610,VEHICLE DEALERSHIP,11.0,988.6,41.902543,-87.643124
601483644,Water Pollution,2800 N LEAVITT ST,2800,,N,LEAVITT,ST,84397,2023-12-18T00:00:00Z,Chicago River North Branch-approximately 2800 N on the east side of the riverabandoned dock that is starting to break away from the shoreIt looks like the factory is being redeveloped--there is a fence around the property and they did not take out the dock. They did remove a boat several months ago.&nbsp;,DEPT. OF PUBLIC HEALTH,Resolved,2023-12-19T00:00:00Z,41.9323058683,-87.68083544543,POINT (-87.680835445429 41.932305868298),BARTLETT COMMONS,5640 S UNIVERSITY AVE,60637,SOCIAL/MEETING HALL,,1158.6,41.932442,-87.680605
601413429,Air Pollution Work Order,7415 S EAST END AVE,7415,,S,EAST END,AVE,425726,2023-08-11T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-15T00:00:00Z,41.76016159438,-87.58337498058,POINT (-87.58337498058 41.76016159438),COOK BROTHERS,1710 - 1740 N KOSTNER AVE,60639,RETAIL STORE,43.0,936.2,41.759663,-87.583362
601357260,Noise Complaint,501 W SURF ST,501,,W,SURF,ST,417325,2023-05-17T00:00:00Z,"I live one block east of 501 Surf. An air conditioner unit or some other unit on the rooftop of 501 makes loud noise 24/7. It happened all last summer (I wrote to my alderman, did not receive a response) and started again last week.",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-07-24T00:00:00Z,41.93419516579,-87.64140393809,POINT (-87.641403938087 41.934195165792),1247-1249 WEST MADISON LLC,1239-1259 W MADISON ST,60607,MULTIFAMILY HOUSING,98.0,419.9,41.934195,-87.641404
601403344,Noise Complaint,55 W CHESTNUT ST,55,,W,CHESTNUT,ST,417325,2023-07-25T00:00:00Z,apartment building at 55 W Chestnut has large exhaust fan in garage that is extremely loud all day long,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-12T00:00:00Z,41.89786973684,-87.63038076252,POINT (-87.630380762521 41.897869736836),6151 N WINTHROP,6151 N WINTHROP AVE,60660,MULTIFAMILY HOUSING,87.0,431.0,41.89787,-87.630381
601411977,Noise Complaint,706 W DIVERSEY PKWY,706,,W,DIVERSEY,PKWY,3308,2023-08-08T00:00:00Z,"Truck idling for over 10 minutes arrived at around 9:40 am. No driver present, just passenger. I have video of the incident",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-04T00:00:00Z,41.9328697615,-87.64694738162,POINT (-87.64694738162 41.932869761499),ONE NORTH WACKER,ONE NORTH WACKER DRIVE,60606,OFFICE,80.0,11863.4,41.932865,-87.647171
601411977,Noise Complaint,706 W DIVERSEY PKWY,706,,W,DIVERSEY,PKWY,3308,2023-08-08T00:00:00Z,"Truck idling for over 10 minutes arrived at around 9:40 am. No driver present, just passenger. I have video of the incident",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-04T00:00:00Z,41.9328697615,-87.64694738162,POINT (-87.64694738162 41.932869761499),740 FULTON CONDOMINIUM ASSOCIATION,740 W FULTON ST,60661,MULTIFAMILY HOUSING,46.0,1166.0,41.932866,-87.646819
601410220,Air Pollution Work Order,5801 N SHERIDAN RD,5801,,N,SHERIDAN,RD,417337,2023-08-07T00:00:00Z,I can’t breathe and I just had an X-ray and have a 11mm nodule on my lung,DEPT. OF PUBLIC HEALTH,Refer to Building Dept,2023-08-07T00:00:00Z,41.98745235495,-87.65515884414,POINT (-87.655158844144 41.987452354954),PARK WEST CONDOMINIUM,444 W FULLERTON PKWY,60614,MULTIFAMILY HOUSING,13.0,1716.5,41.986537,-87.655138
601388465,Noise Complaint,3162 N CLARK ST,3162,,N,CLARK,ST,417325,2023-07-02T00:00:00Z,"&nbsp;I submitted a request about two weeks ago and this issue has not been resolved, please follow up ASAP",DEPT. OF PUBLIC HEALTH,Referred to another agency,2023-07-05T00:00:00Z,41.93930109601,-87.65032120245,POINT (-87.650321202446 41.939301096012),THE THEATRE SCHOOL,2350 N RACINE,60614,COLLEGE/UNIVERSITY,,768.1,41.938603,-87.649753
601388465,Noise Complaint,3162 N CLARK ST,3162,,N,CLARK,ST,417325,2023-07-02T00:00:00Z,"&nbsp;I submitted a request about two weeks ago and this issue has not been resolved, please follow up ASAP",DEPT. OF PUBLIC HEALTH,Referred to another agency,2023-07-05T00:00:00Z,41.93930109601,-87.65032120245,POINT (-87.650321202446 41.939301096012),ECD STREETERVILLE HOTEL LLC,216 E ONTARIO,60611,HOTEL,11.0,937.1,41.9392,-87.650239
601437964,Construction and Demolition,5050 N SHERIDAN RD,5050,,N,SHERIDAN,RD,417325,2023-09-19T00:00:00Z,&nbsp;new construction across from uptown regency apartments,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-22T00:00:00Z,41.97484254453,-87.6551160793,POINT (-87.655116079299 41.97484254453),(IL695) - THE PIERRE CONDOMINIUM (2100 N LINCOLN PARK WEST),2100 N LINCOLN PARK WEST,60614,MULTIFAMILY HOUSING,69.0,1103.3,41.974732,-87.655114
601397242,Air Pollution Work Order,770 N LA SALLE DR,770,,N,LA SALLE,DR,417337,2023-07-18T00:00:00Z,The restaurant makes the area smoky.,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-18T00:00:00Z,41.89656175017,-87.63285548263,POINT (-87.632855482633 41.896561750165),THORP O,6024 W WARWICK AVE,60634,K-12 SCHOOL,15.0,753.4,41.897254,-87.632868
601397242,Air Pollution Work Order,770 N LA SALLE DR,770,,N,LA SALLE,DR,417337,2023-07-18T00:00:00Z,The restaurant makes the area smoky.,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-18T00:00:00Z,41.89656175017,-87.63285548263,POINT (-87.632855482633 41.896561750165),21 W GOETHE,21 W GOETHE STREET,60610,MULTIFAMILY HOUSING,60.0,1432.8,41.896803,-87.632566
601306032,Air Pollution Work Order,901 W MADISON ST,901,,W,MADISON,ST,249349,2023-02-14T00:00:00Z,It smells in the front of the building like some kind of sewer smell. We've had kitchen lines rodded and that didn't seem to help.&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-02-15T00:00:00Z,41.88162693657,-87.64975194168,POINT (-87.64975194168 41.881626936573),MADISON,939-949  W MADISON STREET,60607,MULTIFAMILY HOUSING,98.0,480.2,41.881846,-87.64976
601306032,Air Pollution Work Order,901 W MADISON ST,901,,W,MADISON,ST,249349,2023-02-14T00:00:00Z,It smells in the front of the building like some kind of sewer smell. We've had kitchen lines rodded and that didn't seem to help.&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-02-15T00:00:00Z,41.88162693657,-87.64975194168,POINT (-87.64975194168 41.881626936573),LAKE VILLAGE EAST APTS,4700 SOUTH LAKE PARK AVE,60615,MULTIFAMILY HOUSING,83.0,946.6,41.882173,-87.649857
601296257,Air Pollution Work Order,7300 S SOUTH SHORE DR,7300,,S,SOUTH SHORE,DR,13776,2023-01-17T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-01-18T00:00:00Z,41.7639095582,-87.56064149616,POINT (-87.560641496161 41.763909558203),PARK COMMUNITY CHURCH,1001 N CROSBY ST,60610,WORSHIP FACILITY,19.0,404.1,41.76391,-87.560641
601296257,Air Pollution Work Order,7300 S SOUTH SHORE DR,7300,,S,SOUTH SHORE,DR,13776,2023-01-17T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-01-18T00:00:00Z,41.7639095582,-87.56064149616,POINT (-87.560641496161 41.763909558203),50 EAST CHESTNUT CONDOMINIUM ASSOCIATION,50 EAST CHESTNUT STREET,60611,MULTIFAMILY HOUSING,13.0,1165.7,41.764268,-87.560997
601317739,Air Pollution Work Order,363 E WACKER DR,363,,E,WACKER,DR,417325,2023-03-13T00:00:00Z,testing on the generators at off hours and over the noise limit,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-03-14T00:00:00Z,41.88746439665,-87.61786023107,POINT (-87.617860231068 41.887464396646),VANGUARD LOFTS CONDOMINIUM ASSOCIATION,1250 W VAN BUREN ST,60607,MULTIFAMILY HOUSING,42.0,694.4,41.887464,-87.61786
601443496,Noise Complaint,5838 N SHERIDAN RD,5838,,N,SHERIDAN,RD,417325,2023-09-27T00:00:00Z,It was a banging/clinking noise. Primarily late in the evening and middle of the night. I can't tell exactly the location but my windows face south from 5855 and it was very loud from that side. Thank you.,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-29T00:00:00Z,41.98846809034,-87.6554850125,POINT (-87.655485012499 41.988468090343),KENWOOD HS,5015 S BLACKSTONE AVE,60615,K-12 SCHOOL,23.0,2187.5,41.987828,-87.655171
601331933,Noise Complaint,5101 N LEAVITT ST,5101,,N,LEAVITT,ST,417325,2023-04-06T00:00:00Z,Jorndt Field - Stadium for Amundsen High School. Exhaust from the hot water heater,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-04-07T00:00:00Z,41.97457000707,-87.68409562455,POINT (-87.684095624547 41.974570007068),SOUTHSIDE HS,7342 S HOYNE AVE,60636,K-12 SCHOOL,45.0,349.7,41.975353,-87.684122
601299803,Noise Complaint,717 S WELLS ST,717,,S,WELLS,ST,417325,2023-01-27T00:00:00Z,: ONGOING ISSUE HAPPENING RIGHT NOW AT 3:11 PM - AT BLDG 717-725 S WELLS LOUD GENERATOR ON THE ROOF -,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-06-16T00:00:00Z,41.87296747272,-87.63344780864,POINT (-87.633447808641 41.872967472716),6101 NORTH CLARK,6101 NORTH CLARK STREET,60660,MULTIFAMILY HOUSING,,218.0,41.873256,-87.633454
601299803,Noise Complaint,717 S WELLS ST,717,,S,WELLS,ST,417325,2023-01-27T00:00:00Z,: ONGOING ISSUE HAPPENING RIGHT NOW AT 3:11 PM - AT BLDG 717-725 S WELLS LOUD GENERATOR ON THE ROOF -,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-06-16T00:00:00Z,41.87296747272,-87.63344780864,POINT (-87.633447808641 41.872967472716),"1547 CSR-CHICAGO WELLS, LLC",725 S WELLS,60607,DATA CENTER,,1620.0,41.872586,-87.633252
601413918,Noise Complaint,701 W DIVERSEY PKWY,701,,W,DIVERSEY,PKWY,3308,2023-08-11T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-14T00:00:00Z,41.93265500408,-87.6467146385,POINT (-87.646714638498 41.932655004077),ONE NORTH WACKER,ONE NORTH WACKER DRIVE,60606,OFFICE,80.0,11863.4,41.932865,-87.647171
601413918,Noise Complaint,701 W DIVERSEY PKWY,701,,W,DIVERSEY,PKWY,3308,2023-08-11T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-14T00:00:00Z,41.93265500408,-87.6467146385,POINT (-87.646714638498 41.932655004077),740 FULTON CONDOMINIUM ASSOCIATION,740 W FULTON ST,60661,MULTIFAMILY HOUSING,46.0,1166.0,41.932866,-87.646819
601349027,Air Pollution Work Order,200 E DELAWARE PL,200,,E,DELAWARE,PL,417337,2023-05-03T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation unfounded,2023-05-04T00:00:00Z,41.89935473944,-87.62179130193,POINT (-87.621791301926 41.899354739444),THE HERITAGE AT MILLENNIUM PARK,130 NORTH GARLAND COURT,60602,MULTIFAMILY HOUSING,32.0,6823.9,41.89853,-87.621777
601349027,Air Pollution Work Order,200 E DELAWARE PL,200,,E,DELAWARE,PL,417337,2023-05-03T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation unfounded,2023-05-04T00:00:00Z,41.89935473944,-87.62179130193,POINT (-87.621791301926 41.899354739444),THE NEWPORT CA,4800 S CHICAGO BEACH DRIVE,60615,MULTIFAMILY HOUSING,71.0,4244.0,41.899352,-87.621987
601349027,Air Pollution Work Order,200 E DELAWARE PL,200,,E,DELAWARE,PL,417337,2023-05-03T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation unfounded,2023-05-04T00:00:00Z,41.89935473944,-87.62179130193,POINT (-87.621791301926 41.899354739444),PRESS OFFICE BUILDING,1427 E 60TH STREET,60637,OFFICE,72.0,837.1,41.899135,-87.621785
601369479,Noise Complaint,200 E OHIO ST,200,,E,OHIO,ST,417325,2023-06-04T00:00:00Z,Either Dunkin or Burrito Beach -exhaust fan on the roof is loud or screeching 24/7&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-19T00:00:00Z,41.89267129069,-87.62257220248,POINT (-87.622572202481 41.892671290686),AINSLIE PARK CONDOMINIUM ASSOCIATION,840-846 W AINSLIE ST,60640,MULTIFAMILY HOUSING,76.0,308.6,41.893251,-87.622792
601369479,Noise Complaint,200 E OHIO ST,200,,E,OHIO,ST,417325,2023-06-04T00:00:00Z,Either Dunkin or Burrito Beach -exhaust fan on the roof is loud or screeching 24/7&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-19T00:00:00Z,41.89267129069,-87.62257220248,POINT (-87.622572202481 41.892671290686),"WASHINGTON FRANKLIN, LLC",309 W WASHINGTON ST,60606,OFFICE,71.0,687.8,41.893469,-87.622894
601369479,Noise Complaint,200 E OHIO ST,200,,E,OHIO,ST,417325,2023-06-04T00:00:00Z,Either Dunkin or Burrito Beach -exhaust fan on the roof is loud or screeching 24/7&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-19T00:00:00Z,41.89267129069,-87.62257220248,POINT (-87.622572202481 41.892671290686),3300 LAKE SHORE DRIVE CONDOMINIUM ASSOCIATION,3300 N LAKE SHORE DRIVE,60657,MULTIFAMILY HOUSING,62.0,776.9,41.892514,-87.622835
601419486,Air Pollution Work Order,5855 N SHERIDAN RD,5855,,N,SHERIDAN,RD,417337,2023-08-18T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Refer to Building Dept,2023-08-22T00:00:00Z,41.98890263149,-87.65520287102,POINT (-87.65520287102 41.988902631487),"03344AS - CHICAGO, IL",1220 S ASHLAND AVE,60608,SUPERMARKET/GROCERY STORE,67.0,1351.7,41.988903,-87.655203
601393658,Air Pollution Work Order,5670 W LAKE ST,5670,,W,LAKE,ST,249349,2023-07-11T00:00:00Z,heavy musk odor,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-12T00:00:00Z,41.88791389647,-87.76763004633,POINT (-87.767630046327 41.887913896473),ATRIUM CONDOMINIUM ASSOCIATION,4101-4115 S MICHIGAN AVE,60653,MULTIFAMILY HOUSING,49.0,277.3,41.887914,-87.76763
601329550,Air Pollution Work Order,3450 S GILES AVE,3450,,S,GILES,AVE,249349,2023-04-03T00:00:00Z,CALLER STATES WHENEVER SHE GOES IN THIS LAUNDRYMAT THERE IS A VERY LOUD SMELL OF GAS THAT IS OVERWHELMING CLOSES AT 5PM YOON'S 3122251616,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-04-05T00:00:00Z,41.83139043522,-87.61947770709,POINT (-87.619477707093 41.831390435216),CONDOS AT MONROE PLACE,1228 W MONROE STREET,60607,MULTIFAMILY HOUSING,98.0,199.3,41.830985,-87.619484
601443835,Construction and Demolition,7250 S SOUTH SHORE DR,7250,,S,SOUTH SHORE,DR,13776,2023-09-27T00:00:00Z,PER CALLER- THERE ARE SOME MEN WORKING ON A BUILDING THAT KEEP THROWING CONSTRUCTION DEBRIS FROM THE REAR AND SIDE OF THE BUILDING. THE DEBRIS IS HITTING VEHICLES AS THEY DRIVE BY AND VEHICLES PARKED IN THE REAR BY THE ALLEY. THEY HAVE DEBRIS THAT IS NOT FALLING INTO THE DUMPSTER AS WELL,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-27T00:00:00Z,41.76448370443,-87.56121061918,POINT (-87.561210619176 41.764483704432),PARK COMMUNITY CHURCH,1001 N CROSBY ST,60610,WORSHIP FACILITY,19.0,404.1,41.76391,-87.560641
601443835,Construction and Demolition,7250 S SOUTH SHORE DR,7250,,S,SOUTH SHORE,DR,13776,2023-09-27T00:00:00Z,PER CALLER- THERE ARE SOME MEN WORKING ON A BUILDING THAT KEEP THROWING CONSTRUCTION DEBRIS FROM THE REAR AND SIDE OF THE BUILDING. THE DEBRIS IS HITTING VEHICLES AS THEY DRIVE BY AND VEHICLES PARKED IN THE REAR BY THE ALLEY. THEY HAVE DEBRIS THAT IS NOT FALLING INTO THE DUMPSTER AS WELL,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-27T00:00:00Z,41.76448370443,-87.56121061918,POINT (-87.561210619176 41.764483704432),50 EAST CHESTNUT CONDOMINIUM ASSOCIATION,50 EAST CHESTNUT STREET,60611,MULTIFAMILY HOUSING,13.0,1165.7,41.764268,-87.560997
601422841,Water Pollution,615 W BITTERSWEET PL,615,,W,BITTERSWEET,PL,3308,2023-08-27T00:00:00Z,": There are numerous vehicles coming to this stretch of Bittersweet Place for an on-street oil change, then leaving. The used oil is then being dumped into the sewer system.",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-08-28T00:00:00Z,41.95561690413,-87.64569087305,POINT (-87.645690873053 41.955616904127),PROVIDENT HOSPITAL,500 E 51ST ST,60615,HOSPITAL (GENERAL MEDICAL & SURGICAL),3.0,8893.1,41.955807,-87.645717
601428692,Noise Complaint,1521 S WABASH AVE,1521,,S,WABASH,AVE,129151,2023-09-05T00:00:00Z,Rooftop air conditioner rattling so loudly you can hear it from inside other buildings with all windows and doors sealed tight.&nbsp;,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-06T00:00:00Z,41.86132451284,-87.62554225943,POINT (-87.625542259426 41.86132451284),ROSCOE SOUARE/ 90034,3330 N WESTERN AVE,60618,STRIP MALL,,2059.5,41.861425,-87.625838
601483963,Air Pollution Work Order,1737 W FULLERTON AVE,1737,,W,FULLERTON,AVE,417337,2023-12-20T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-12-20T00:00:00Z,41.92498939161,-87.67215167412,POINT (-87.672151674122 41.924989391606),ARMOUR SOUARE APARTMENTS,3120-3250 S WENTWORTH AVE,60609,MULTIFAMILY HOUSING,33.0,2241.5,41.925212,-87.671925
601410267,Noise Complaint,348 E NORTH WATER ST,348,,E,NORTH WATER,ST,129151,2023-08-07T00:00:00Z,": Ongoing noise since late June. I have videos but cannot upload.&nbsp;I don't know where the noise is coming from, but it is very loud and ongoing at the North Water Apartments building entrance. It is just as loud in my apartment on the 41st floor, at the west side of the building.",DEPT. OF PUBLIC HEALTH,Resolved,2023-08-07T00:00:00Z,41.88962593397,-87.61897349987,POINT (-87.618973499867 41.889625933968),500 W BELMONT APARTMENTS,500 W BELMONT AVE,60642,MULTIFAMILY HOUSING,46.0,316.6,41.889626,-87.618973
601441400,Noise Complaint,1320 W FULLERTON AVE,1320,,W,FULLERTON,AVE,417325,2023-09-24T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2024-09-23T00:00:00Z,41.9253573581,-87.66138854382,POINT (-87.661388543818 41.925357358101),MICHIGAN BEACH APARTMENTS,7251 S SOUTH SHORE DRIVE,60649,MULTIFAMILY HOUSING,24.0,1577.3,41.925357,-87.661389
601355470,Air Pollution Work Order,6040 S HARPER AVE,6040,,S,HARPER,AVE,10937,2023-05-15T00:00:00Z,RENTAL COMPANY LEFT HUGE HOLE IN WALL THAT IS EXPELLINGLARGE AMOUNTS OF DUST AND FUMES,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-05-15T00:00:00Z,41.7847838122,-87.58828902989,POINT (-87.588289029886 41.784783812205),SWIFT,5900 N WINTHROP AVE,60660,K-12 SCHOOL,9.0,976.2,41.784784,-87.588289
601297982,Air Pollution Work Order,4 E ELM ST,4,,E,ELM,ST,249349,2023-01-23T00:00:00Z,Exhaust from rear of building coming out of wall in alley blowing into apartments across the alley,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-01-24T00:00:00Z,41.9032960361,-87.62836710844,POINT (-87.628367108435 41.903296036103),DEARBORN PLAZA,1030 N DEARBORN ST,60610,MULTIFAMILY HOUSING,89.0,561.7,41.903296,-87.628367
601297982,Air Pollution Work Order,4 E ELM ST,4,,E,ELM,ST,249349,2023-01-23T00:00:00Z,Exhaust from rear of building coming out of wall in alley blowing into apartments across the alley,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-01-24T00:00:00Z,41.9032960361,-87.62836710844,POINT (-87.628367108435 41.903296036103),828 W GRACE,828 W GRACE,60613,MULTIFAMILY HOUSING,95.0,925.0,41.903306,-87.627858
601379874,Noise Complaint,501 W SURF ST,501,,W,SURF,ST,417325,2023-06-16T00:00:00Z,The rooftop air handling equipment is much louder this year and we used a noise meter from our condos middle of the night a little less than a block away and it was 68 - 75 decibels. Please send an DPH inspector thanks.&nbsp;,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-06-21T00:00:00Z,41.93419516579,-87.64140393809,POINT (-87.641403938087 41.934195165792),1247-1249 WEST MADISON LLC,1239-1259 W MADISON ST,60607,MULTIFAMILY HOUSING,98.0,419.9,41.934195,-87.641404
601297983,Construction and Demolition,4250 N MARINE DR,4250,,N,MARINE,DR,425726,2023-01-23T00:00:00Z,MUST CALL FOR ENTRY (TOM SENTORI VISITED THE LOCATION AND CALLER ASKED NOT TO SEND HIM)DUST FROM CONDO ENTERING THE VENT INTO THE CALLER PLACE FOR UNIT 1110 FOR A MONTH DUE CONSTRUCTION WORK IN THE UNIT,DEPT. OF PUBLIC HEALTH,Resolved,2023-01-24T00:00:00Z,41.96001995402,-87.64690602762,POINT (-87.646906027619 41.960019954019),1313 RANDOLPH STREET LOFTS,1313 W RANDOLPH ST,60607,MULTIFAMILY HOUSING,48.0,511.7,41.96002,-87.646906
601442212,Noise Complaint,4652 N SHERIDAN RD,4652,,N,SHERIDAN,RD,417325,2023-09-26T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-26T00:00:00Z,41.96703976288,-87.65494521476,POINT (-87.65494521476 41.967039762881),ASPIRE,2111 S WABASH,60616,MULTIFAMILY HOUSING,68.0,1518.6,41.966756,-87.654648
601442212,Noise Complaint,4652 N SHERIDAN RD,4652,,N,SHERIDAN,RD,417325,2023-09-26T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-26T00:00:00Z,41.96703976288,-87.65494521476,POINT (-87.65494521476 41.967039762881),BVM HALL/SES-ID#175895,6364 N SHERIDAN RD,60660,OFFICE,83.0,570.1,41.967376,-87.654882
601442212,Noise Complaint,4652 N SHERIDAN RD,4652,,N,SHERIDAN,RD,417325,2023-09-26T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-09-26T00:00:00Z,41.96703976288,-87.65494521476,POINT (-87.65494521476 41.967039762881),(IL392) - TRIBUNE TOWER (435 N MICHIGAN AVENUE),435 N MICHIGAN AVENUE,60611,MULTIFAMILY HOUSING,74.0,4084.6,41.966667,-87.654942
601343153,Air Pollution Work Order,642 W DEMING PL,642,,W,DEMING,PL,3308,2023-04-25T00:00:00Z,&nbsp;Concrete saw cutting and jack hammering with no screen protectors or vacuuming or wetting,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-04-26T00:00:00Z,41.92798378426,-87.64586660093,POINT (-87.645866600928 41.927983784257),VENETIAN CONDOMINIUM ASSOCIATION,222-232 W DIVISION ST,60610,MULTIFAMILY HOUSING,53.0,1178.2,41.927984,-87.645867
601445622,Noise Complaint,49 E DIVISION ST,49,,E,DIVISION,ST,417325,2023-10-02T00:00:00Z,"CALLER STATES HALAL GUYS COOKING EQUIPMENT IS CONSTANTLY LOUD; STATES BUILDING ENGINEER , JUSTIN BARNES (773.497.1082) HAS TOLD HER THEY HAVE MEASURED NOISE LEVELS AND IT EXCEEDS THE NORMAL LIMIT&nbsp;",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-10-03T00:00:00Z,41.90386322288,-87.62673380279,POINT (-87.626733802786 41.903863222883),SHERIDAN,533 W 27TH ST,60616,K-12 SCHOOL,70.0,332.1,41.904071,-87.627498
601445622,Noise Complaint,49 E DIVISION ST,49,,E,DIVISION,ST,417325,2023-10-02T00:00:00Z,"CALLER STATES HALAL GUYS COOKING EQUIPMENT IS CONSTANTLY LOUD; STATES BUILDING ENGINEER , JUSTIN BARNES (773.497.1082) HAS TOLD HER THEY HAVE MEASURED NOISE LEVELS AND IT EXCEEDS THE NORMAL LIMIT&nbsp;",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-10-03T00:00:00Z,41.90386322288,-87.62673380279,POINT (-87.626733802786 41.903863222883),(IL491) - RENELLE ON THE RIVER (403 N WABASH AVE ),403 N WABASH AVE,60611,MULTIFAMILY HOUSING,59.0,818.4,41.904289,-87.626786
