COMPLAINT ID,COMPLAINT TYPE,ADDRESS,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,DATA SOURCE,RESOLUTION,RESOLVED DATE,LATITUDE,LONGITUDE,LOCATION
601392597,Air Pollution Work Order,7844 S KOSTNER AVE,7844,,S,KOSTNER,AVE,425726,2023-07-11T00:00:00Z,There a ammonia smell in the air I believe is coming from neighbors house,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-11T00:00:00Z,41.75020879007,-87.73180838669,POINT (-87.731808386694 41.750208790071)
601385660,Water Pollution,924 W 18TH PL,924,,W,18TH,PL,129151,2023-06-27T00:00:00Z,dumped in container,DEPT. OF PUBLIC HEALTH,Resolved,2023-06-28T00:00:00Z,41.85753228255,-87.64925296526,POINT (-87.649252965259 41.85753228255)
601408334,Air Pollution Work Order,1701 W 71ST ST,1701,,W,71ST,ST,10937,2023-08-02T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-03T00:00:00Z,41.76477014856,-87.66630558334,POINT (-87.666305583336 41.764770148564)
601387107,Asbestos Work Order,2134 N BINGHAM ST,2134,,N,BINGHAM,ST,379542,2023-06-29T00:00:00Z,"JS: ""Ken Buehring of DoB has requested an inspection and maybe sampling at 2134 N. Bingham, a building and a coach house. It appears there may be transite no permits were pulled. JS heading there today. Please add an inspection for JS at that address.""&nbsp;",DEPT. OF PUBLIC HEALTH,Resolved,2023-06-29T00:00:00Z,41.91931641721,-87.69343445397,POINT (-87.693434453971 41.919316417212)
601395199,Air Pollution Work Order,6400 S STONY ISLAND AVE,6400,,S,STONY ISLAND,AVE,13776,2023-07-13T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-14T00:00:00Z,41.77867745636,-87.58656420677,POINT (-87.586564206768 41.778677456358)
601383068,Service Stations/Storage Tanks Work Order,508 E 67TH ST,508,,E,67TH,ST,426086,2023-06-22T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-06-23T00:00:00Z,41.7731287129,-87.61265287773,POINT (-87.612652877726 41.773128712902)
601369264,Illegal Dumping Work Order,7331 S ARTESIAN AVE,7331,,S,ARTESIAN,AVE,425726,2023-05-25T00:00:00Z,a garbage truck leaked an unknown material onto the ground in an alley at 7331 s artesian avenue in chicago. complainant said this activity has been going on for at least a year. the release of material to the ground has caused a bad stench in the air. complainant said the responsible party is unknown but said the organization is city waste services with commercial truck #1027. not sure whether that is intended to mean city of chicago garbage truck,DEPT. OF PUBLIC HEALTH,Resolved,2023-05-26T00:00:00Z,41.7600940583,-87.68419425703,POINT (-87.684194257033 41.760094058303)
601422835,Air Pollution Work Order,3538 W 24TH ST,3538,,W,24TH,ST,249349,2023-08-25T00:00:00Z,exhaust fumes from the railroad train,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-29T00:00:00Z,41.848151197,-87.71399120668,POINT (-87.713991206677 41.848151197004)
601442041,Asbestos Work Order,2739 N LOCKWOOD AVE,2739,,N,LOCKWOOD,AVE,379542,2023-09-26T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-26T00:00:00Z,41.93074337361,-87.75870631352,POINT (-87.758706313518 41.930743373614)
601312826,Illegal Dumping Work Order,2800 W ADDISON ST,2800,,W,ADDISON,ST,3308,2023-03-02T00:00:00Z,operating more as a junkyard rather than a motor vehicle repair shop.&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation founded,2023-03-07T00:00:00Z,41.94679180932,-87.69809433709,POINT (-87.698094337095 41.946791809318)
601374574,Noise Complaint,167 E OHIO ST,167,,E,OHIO,ST,129151,2023-06-09T00:00:00Z,Noise is coming from the roof of 535 n Michigan Ave.&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-06-12T00:00:00Z,41.89244892252,-87.62276316587,POINT (-87.622763165872 41.892448922517)
601319133,Water Pollution,2121 N MOBILE AVE,2121,,N,MOBILE,AVE,84397,2023-03-15T00:00:00Z,Smell is horrible and the health risks for dumping this black water which spills all over the alley are horrible,DEPT. OF PUBLIC HEALTH,Resolved,2023-03-16T00:00:00Z,41.91892527533,-87.78271543536,POINT (-87.782715435357 41.918925275333)
601371521,Noise Complaint,10100 S WESTERN AVE,10100,,S,WESTERN,AVE,129151,2023-06-06T00:00:00Z,&nbsp;Chronic noise issue. Starts at 7AM and goes to 10 PM every day. When will something be done???,DEPT. OF PUBLIC HEALTH,Resolved,2023-06-07T00:00:00Z,41.70992804814,-87.68187477913,POINT (-87.681874779128 41.709928048135)
601436225,Air Pollution Work Order,5700 S ASHLAND AVE,5700,,S,ASHLAND,AVE,8386,2023-09-16T00:00:00Z,: They have been working since 7:30am creating loud noise and dust.&nbsp;Looks like contractor was hired by First start child care. Not one hundred percent sure.,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-09-18T00:00:00Z,41.79029497046,-87.66463500144,POINT (-87.664635001437 41.790294970459)
601396082,Construction and Demolition,5358 S MARSHFIELD AVE,5358,,S,MARSHFIELD,AVE,84397,2023-07-16T00:00:00Z,COMPANY KEEPS LEAVING THE TRASH OVERNIGHT THIS WORK HAS BEEN GOING ON SINCE LAST SUNDAY (ORTEGA'S WELDING SERVICE),DEPT. OF PUBLIC HEALTH,Resolved,2023-07-17T00:00:00Z,41.79592763519,-87.66599788808,POINT (-87.66599788808 41.795927635185)
601302860,Air Pollution Work Order,3601 N DAMEN AVE,3601,,N,DAMEN,AVE,249349,2023-02-06T00:00:00Z,: PER CALLER- THERE IS A VERY STRONG CHEMICAL SMELL IN THE AREA. THEY ARE NOT SURE OF WHERE THE ODOR IS COMING FROM BUT THERE IS SOME CONSTRUCTION BEING DONE IN THE AREA.&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-02-07T00:00:00Z,41.94691204804,-87.67840652746,POINT (-87.678406527463 41.946912048038)
601481537,Air Pollution Work Order,3315 N OCTAVIA AVE,3315,,N,OCTAVIA,AVE,417337,2023-12-11T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation founded,2023-12-12T00:00:00Z,41.94022995588,-87.80909813629,POINT (-87.809098136294 41.940229955881)
601464392,Asbestos Work Order,10501 S AVENUE G,10501,,S,AVENUE G,,379542,2023-11-02T00:00:00Z,: Caller wants to remain anonymous but states that you can enter into the back door. The backdoor is always open. Caller reports that the landlord information is on the building.,DEPT. OF PUBLIC HEALTH,Resolved,2023-11-02T00:00:00Z,41.70446203349,-87.53151095445,POINT (-87.531510954445 41.704462033489)
601382251,Construction and Demolition,555 W ROSCOE ST,555,,W,ROSCOE,ST,249349,2023-06-21T00:00:00Z,COMPANY THROWING LARGE CHUNKS OF CONCRETE OR DEBRIS INTO A DUMP TRUCK CAUSING DUST AND LOTS OF NOISE IN THE AREA&nbsp;,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-06-23T00:00:00Z,41.94321990259,-87.64411299451,POINT (-87.644112994506 41.943219902588)
601336711,Air Pollution Work Order,2542 S AVERS AVE,2542,,S,AVERS,AVE,425726,2023-04-14T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-04-17T00:00:00Z,41.84484757972,-87.72105177208,POINT (-87.721051772085 41.844847579725)
601353794,Construction and Demolition,2924 W MEDILL AVE,2924,,W,MEDILL,AVE,84397,2023-05-10T00:00:00Z,"Please inspect a construction site, the 1st ward office has received complaints of the alley being blocked by the contractor",DEPT. OF PUBLIC HEALTH,Resolved,2023-05-11T00:00:00Z,41.92392298352,-87.70102862882,POINT (-87.701028628816 41.923922983518)
601419867,Noise Complaint,600 N LAKE SHORE DR,600,,N,LAKE SHORE,DR,129151,2023-08-21T00:00:00Z,"Extremely loud, high pitched noise audible on Ohio St for weeks, at all times. Due to high pitch, may only be audible by animals/children/young adults. Attaching spectrum analyzer display showing sound at 16k Hz. Can’t add audio recording, email me for it",DEPT. OF PUBLIC HEALTH,Resolved,2023-08-22T00:00:00Z,41.89274820924,-87.61468679601,POINT (-87.614686796014 41.892748209238)
601379780,Noise Complaint,2211 N MILWAUKEE AVE,2211,,N,MILWAUKEE,AVE,129151,2023-06-18T00:00:00Z,There is a loud screeching noise coming from the roof top. It cycles on and off all day and night. It's louder and more piercing than the traing going by,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-06-20T00:00:00Z,41.92107615756,-87.69413785909,POINT (-87.694137859093 41.921076157561)
601401806,Vehicle Idling Work Order,357 E 75TH ST,357,,E,75TH,ST,13776,2023-07-24T00:00:00Z,: Margarita pizza parking&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-25T00:00:00Z,41.75828182827,-87.61606633653,POINT (-87.616066336525 41.758281828273)
601374563,Asbestos Work Order,2601 W CARMEN AVE,2601,,W,CARMEN,AVE,379542,2023-06-09T00:00:00Z,Fulton Grace Properties owned vacant church (Transfiguration Catholic Church)&nbsp;Demolition to an old church that was purported to have asbestos,DEPT. OF PUBLIC HEALTH,Resolved,2023-06-12T00:00:00Z,41.97390671844,-87.69425953812,POINT (-87.694259538124 41.973906718443)
601485714,Construction and Demolition,6458 S BISHOP ST,6458,,S,BISHOP,ST,8386,2023-12-30T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation founded,2024-01-02T00:00:00Z,41.7759728986,-87.66062216017,POINT (-87.66062216017 41.775972898603)
601469596,Construction and Demolition,39 E 101ST PL,39,,E,101ST,PL,13776,2023-11-13T00:00:00Z,PER CALLER- A BUILDING WAS DEMOLISHED 2 WEEKS AGO AND NOW SOMEONE HAS DUMPED ALL KINDS OF DEBRIS OVER THE FENCE INTO THE SITE THAT HAS A LARGE EXPOSED OPENING. SHE WOULD LIKE HOLE TO BE PROPERLY COVERED AND REMOVE ALL THIS DEBRIS THAT HAS BEEN DUMPED INTO THE CONSTRUCTION SITE,DEPT. OF PUBLIC HEALTH,Resolved,2023-11-14T00:00:00Z,41.70980984609,-87.62201633968,POINT (-87.622016339682 41.709809846088)
601410236,Construction and Demolition,1713 S JEFFERSON ST,1713,,S,JEFFERSON,ST,425726,2023-08-05T00:00:00Z,"Construction debris from unpermitted demolition spilling out into the alley including coaches, wood, and nails. Gutted units are in an abandoned state with open windows for a month. Rats seen in daylight in rubble, food containers appearing.",DEPT. OF PUBLIC HEALTH,Resolved,2023-08-07T00:00:00Z,41.85833245164,-87.64173978409,POINT (-87.64173978409 41.85833245164)
601371673,Service Stations/Storage Tanks Work Order,4114 N KNOX AVE,4114,,N,KNOX,AVE,426086,2023-06-07T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation founded,2023-06-07T00:00:00Z,41.95577000031,-87.74315986406,POINT (-87.743159864055 41.955770000314)
601392057,Noise Complaint,5308 N NAGLE AVE,5308,,N,NAGLE,AVE,417325,2023-07-08T00:00:00Z,The next door neighbor central air conditioner located between the house caused some much vibration to one of my bedroom. The noise is so irritating and only occurs when the ac unit activates,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-10T00:00:00Z,41.97778467954,-87.78798216385,POINT (-87.787982163854 41.977784679544)
601362170,Air Pollution Work Order,7604 S CONSTANCE AVE,7604,,S,CONSTANCE,AVE,13776,2023-05-23T00:00:00Z,city of chicago doing street work for the past few weeks/ dust flying every where,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-05-24T00:00:00Z,41.75681100164,-87.57991451941,POINT (-87.579914519415 41.756811001642)
601411990,Noise Complaint,501 W SURF ST,501,,W,SURF,ST,417325,2023-08-09T00:00:00Z,"Noise is constant, 24/7, regardless of weather. Has been occurring all summer. I measured with a scientific noise meter at 69 dBA from my deck at nights (2 am and 5 am). Noise is similar within my bedroom if we open the windows.&nbsp;",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-09-22T00:00:00Z,41.93419516579,-87.64140393809,POINT (-87.641403938087 41.934195165792)
601479762,Air Pollution Work Order,3801 S HONORE ST,3801,,S,HONORE,ST,84397,2023-12-07T00:00:00Z,"Strong asphalt emissions present indoors and outside. Indoor asphalt emissions are near door and at nuisance levels. Odors outside are present in southeast McKinley Park odors outdoors are very strongly at nuisance levels, impacting walking to school&nbsp;",DEPT. OF PUBLIC HEALTH,Resolved,2023-12-08T00:00:00Z,41.82487574264,-87.67131259092,POINT (-87.671312590922 41.824875742644)
601368972,Air Pollution Work Order,1017 W 48TH ST,1017,,W,48TH,ST,249349,2023-06-02T00:00:00Z,Trucking lot/trailer/mechanic ground is made out dirt and gravel,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-06-02T00:00:00Z,41.80685156994,-87.65106556285,POINT (-87.651065562848 41.806851569943)
601336758,Noise Complaint,1016 W ARGYLE ST,1016,,W,ARGYLE,ST,129151,2023-04-15T00:00:00Z,: I assuming it comes from an air conditioner on the top of the building in the back. It is next to a parking lot right on Kenmore. The noise goes at all times in warm weather. It can be heard outside and with windows open,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-04-17T00:00:00Z,41.97341115092,-87.65567491246,POINT (-87.655674912457 41.973411150916)
601336290,Air Pollution Work Order,10100 S TORRENCE AVE,10100,,S,TORRENCE,AVE,10937,2023-04-14T00:00:00Z,Caller reports burning chemicals. The smell of chemicals in the air is very strong. Caller states that he suspects that there has been a chemical spill somewhere in this vicinity. The smell is usually the strongest from 95th-99th and Torrence. This Factory is located in the area of 101st and Torrence. Caller did not know exact address or name of the company.&nbsp;,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-04-14T00:00:00Z,41.71168005978,-87.55987215361,POINT (-87.559872153614 41.711680059782)
601484229,Construction and Demolition,4747 W MADISON ST,4747,,W,MADISON,ST,379542,2023-12-20T00:00:00Z,We’ve had big issues with lot owners in this stretch ignoring all rules and laws with unlawful business etc. We’re concerned an unsafe unpermitted demolition of the one store building here is underway.&nbsp;Unknown. Land was sold by the cook county land bank recently. Possibly to same owners as 4741-43 w Madison.,DEPT. OF PUBLIC HEALTH,Resolved,2024-01-16T00:00:00Z,41.88039476709,-87.74469740558,POINT (-87.744697405582 41.880394767093)
601336308,Air Pollution Work Order,2976 N MILWAUKEE AVE,2976,,N,MILWAUKEE,AVE,417337,2023-04-13T00:00:00Z,: Business regularly burns hard wood and releases smoke and fumes over a huge section of the neighborhood. Negatively impacts anyone with respiratory problems in a wide area. Tired of getting asthma attacks insid my home,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-04-14T00:00:00Z,41.93530555224,-87.71786010618,POINT (-87.717860106177 41.935305552241)
601392653,Construction and Demolition,737 W 51ST ST,737,,W,51ST,ST,84397,2023-07-10T00:00:00Z,No business. A detached garage at 731 W 51St that's housing,DEPT. OF PUBLIC HEALTH,Resolved,2023-07-11T00:00:00Z,41.80149379217,-87.64427120458,POINT (-87.644271204579 41.801493792166)
601361153,Air Pollution Work Order,2912 N MELVINA AVE,2912,,N,MELVINA,AVE,417337,2023-05-23T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-05-23T00:00:00Z,41.93332782598,-87.78105112491,POINT (-87.781051124908 41.933327825981)
601482343,Noise Complaint,1621 N MOZART ST,1621,,N,MOZART,ST,437489,2023-12-12T00:00:00Z,": There is an ongoing mechanical drone noise coming from the Burger King on North Ave. Since this location is 24 hours there is no break from the noise. This has been going on for weeks, but has recently gotten louder and white noise is not helping.",DEPT. OF PUBLIC HEALTH,Resolved,2024-01-02T00:00:00Z,41.91088565859,-87.69788644757,POINT (-87.697886447573 41.910885658585)
601440973,Water Pollution,4500 S RACINE AVE,4500,,S,RACINE,AVE,84397,2023-09-23T00:00:00Z,"&nbsp;Please inspect the sewers on Racine and 45th. Previous request to inspect was CANCELLED. Thank you for your time and help folks. Respectfully, Krys Medina.",DEPT. OF PUBLIC HEALTH,Refer to other Depts,2023-09-25T00:00:00Z,41.8122769787,-87.65538973549,POINT (-87.655389735492 41.812276978703)
601371503,Noise Complaint,2900 W MONTROSE AVE,2900,,W,MONTROSE,AVE,417325,2023-06-06T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-06-07T00:00:00Z,41.96134315328,-87.70097298219,POINT (-87.700972982187 41.961343153284)
601359897,Air Pollution Work Order,3036 N LINCOLN AVE,3036,,N,LINCOLN,AVE,379542,2023-05-22T00:00:00Z,Caller did not disclose contact info. Building is being repaired possibly asbestos during construction and demolition,DEPT. OF PUBLIC HEALTH,Resolved,2023-05-22T00:00:00Z,41.93686190742,-87.66494955942,POINT (-87.664949559422 41.936861907415)
601354558,Air Pollution Work Order,1363 W HUBBARD ST,1363,,W,HUBBARD,ST,249349,2023-05-11T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-05-12T00:00:00Z,41.88983518746,-87.66137916937,POINT (-87.661379169373 41.889835187458)
601463715,Air Pollution Work Order,6110 S PRINCETON AVE,6110,,S,PRINCETON,AVE,10937,2023-10-31T00:00:00Z,"on Saturday, 10/28 and Sunday 10/29, these people were burning stuff all day. the smell is so bad. stuff should be put in landfill. PLEASE, PLEASE, I AM BEGGING the city of chicago to stop these ppl from burning. i have ashthma. thanks",DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-11-01T00:00:00Z,41.78321098273,-87.63284348509,POINT (-87.632843485086 41.783210982732)
601310935,Construction and Demolition,10557 S EBERHART AVE,10557,,S,EBERHART,AVE,13776,2023-02-24T00:00:00Z,PER CALLER- CONSTRUCTION TEAM ARE APPLYING NEW ROOF TO BAD WOOD &amp; SHINGLES,DEPT. OF PUBLIC HEALTH,Alleged violation unfounded,2023-02-27T00:00:00Z,41.70202296235,-87.61103379638,POINT (-87.611033796382 41.702022962352)
601424912,Air Pollution Work Order,2976 N MILWAUKEE AVE,2976,,N,MILWAUKEE,AVE,249349,2023-08-24T00:00:00Z,"Alderman Ramirez-Rosa sent a complaint to BACP which we believe falls within your jurisdiction. Please see the complaint below regarding rodent infestation. I’m writing to flag health and safety issues in the neighborhood as a result of a local business’ operations. My home is adjacent to this property and thus observe daily their operations and these issues. The business is Kurwoski’s Sausauge shop on 2976 N Milwaukee Ave. The issues can be summarized as the following: 1) The business smokes meat to sell in their market. The smoke and ash that result from this process is evident when viewing the air on the block on days they are smoking and by simply breathing and smelling the very clear woodfire smoke. Their chimney is very prominently putting smoke and ash into the air. They smoke regularly during weekdays, it generally lasts most the day, and the frequency and potency of the smoke seems to be increasing in the last few months. This has caused issues for my family. We can’t have windows open as the smoke smell comes into the home and it brings in additional dust. I actually get a sore throat on days when they smoke, despite having air purifiers on – and I am in good health (i.e. not sensitive to the effects). I cannot speak for others on the block, but suspect given the level of smoke and breeze that others have similar issues. I am not sure what regulations if any apply here for their ability to burn wood so frequently and produce this smoke? Or what filtration methods they may be required to have that they are not using? 2) This business also owns the property behind the storefront across the alley that faces Oakdale Ave. It is part empty lot, part garage/shed. The shed is not well cared for, and this causes issues. The draining spout appears blocked and every time it rains, a large pool of water is on their roof for days, sometimes longer. This creates a breeding ground for mosquitos – not only annoying but with risk of West Nile, potentially dangerous. I am also concerned about the structural integrity of the shed with this weight – if this shed were to collapse it would potentially send a brick wall tumbling into our backyard where children play. More importantly, the shed (made of aluminum siding mostly) has clear gaping holes where siding is coming apart. This combined with the shed being a storage area for their wood and many other things (It looks very disheveled and messy inside when we’ve seen the doors open) has led to a major rat infestation. Rats have a burrow just outside the shed and are often combing the alley and along their shed wall and into our property. We have hired a private pest control to try to help defend our side of the property because of how bad the rats are, but it is very difficult given the free range and shelter they have in this shed. We fear the rats will chew into our garage soon and damage auto and property. I have tried to speak with this business several times about these issues. They have generally not been cooperative or good neighbors (they never shovel their Oakdale sidewalk for example) the entire time we’ve lived here.The business smokes meat to sell in their market. The smoke and ash that result from this process is evident when viewing the air on the block on days they are smoking and by simply breathing and smelling the very clear woodfire smoke. Their chimney is v",DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-08-25T00:00:00Z,41.93530555224,-87.71786010618,POINT (-87.717860106177 41.935305552241)
601300326,Asbestos Work Order,3953 W WAVELAND AVE,3953,,W,WAVELAND,AVE,425726,2023-01-31T00:00:00Z,"·&nbsp;&nbsp;Construction has been ongoing at 3952 W Waveland since around the beginning of December, or longer. A basement unit is being demolished and rebuilt in its entirety. The building contains 10 apartment units, and was originally&nbsp;constructed sometime in the 1920s, by my estimation·&nbsp;&nbsp;On 12/20, I emailed my management company (Forte Properties)&nbsp;requesting, among other things, that permits be posted and that the 9"" tile which appeared to be in the process of removal be tested for asbestos, along with the mastic and plaster. They acknowledged my request.·&nbsp;&nbsp;Management has not since performed any testing. Demolition and construction have continued in the meantime unabated. Management has refused to communicate on the issue further, they are ignoring any inquiry.·&nbsp;&nbsp;Significant dust and debris from the demolition is infiltrating&nbsp;my adjacent unit and common areas, causing minor respiratory issues. Since the construction is unpermitted, all windows are closed and covered. Consequently, the dust is brought by heated air directly up into our apartment above through the floorboards and other openings created by the demolition.·&nbsp;&nbsp;About half of the building units have, in the past year, undergone renovations creating fine construction dust - though more limited in scope. Whether or not the same 9"" flooring was present in these is unknown to me.",DEPT. OF PUBLIC HEALTH,Resolved,2023-01-31T00:00:00Z,41.9480841846,-87.72713087194,POINT (-87.727130871944 41.948084184602)
601388472,Noise Complaint,301 E NORTH WATER ST,301,,E,NORTH WATER,ST,417325,2023-07-01T00:00:00Z,The Sheraton hotel HVAC was working much better and quieter until today . Today something must of broke because it is consistently squealing all day.&nbsp;,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-07-05T00:00:00Z,41.88945828011,-87.62036837643,POINT (-87.620368376429 41.889458280109)
601413909,Noise Complaint,200 E OHIO ST,200,,E,OHIO,ST,417325,2023-08-13T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-08-15T00:00:00Z,41.89267129069,-87.62257220248,POINT (-87.622572202481 41.892671290686)
601297630,Asbestos Work Order,1252 W COLUMBIA AVE,1252,,W,COLUMBIA,AVE,379542,2023-01-22T00:00:00Z,boby and the board have known there is asbestos to be remediated in the boiler room for at least one year and have failed to solve the issue,DEPT. OF PUBLIC HEALTH,Resolved,2023-01-23T00:00:00Z,42.00461095853,-87.66294751174,POINT (-87.662947511737 42.004610958526)
601348022,Air Pollution Work Order,1437 W 37TH ST,1437,,W,37TH,ST,417337,2023-05-02T00:00:00Z,"Strong smell of harsh chemicals in the air in front of this building, made me start coughing and was uncomfortable to breath. Do they use bleach to clean their smoke stack. I should have not have to worry about my health and afety on my way to work",DEPT. OF PUBLIC HEALTH,Alleged violation unfounded,2023-05-03T00:00:00Z,41.82678927916,-87.66204808158,POINT (-87.662048081576 41.826789279157)
601364099,Noise Complaint,5301 S DAMEN AVE,5301,,S,DAMEN,AVE,129151,2023-05-25T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-05-25T00:00:00Z,41.7975322572,-87.67425804871,POINT (-87.674258048708 41.797532257197)
601406028,Noise Complaint,1949 W DIVISION ST,1949,,W,DIVISION,ST,129151,2023-07-29T00:00:00Z,"There is a generator that is running behind a business, Casa Tequila, that often runs over night causing a low hum and vibration.",DEPT. OF PUBLIC HEALTH,Resolved,2023-07-31T00:00:00Z,41.90308928676,-87.67677205425,POINT (-87.676772054255 41.903089286759)
601337535,Air Pollution Work Order,1336 W HURON ST,1336,,W,HURON,ST,84397,2023-04-17T00:00:00Z,: Please contact me prior to arriving to the resident Thanks!&nbsp;,DEPT. OF PUBLIC HEALTH,Refer to Building Dept,2023-04-18T00:00:00Z,41.89445844282,-87.66105549,POINT (-87.66105549 41.894458442823)
601333950,Noise Complaint,8156 W FOREST PRESERVE AVE,8156,,W,FOREST PRESERVE,AVE,129151,2023-04-10T00:00:00Z,Noise in excess of 90dB has been terrible all time (day and night). It is some sort of air conditioner or fan. The source of the noise is between buildings 8156 (restaurant) and 8164 (residential building). Can't sleep can't open windows. Do something!,DEPT. OF PUBLIC HEALTH,Resolved,2023-04-11T00:00:00Z,41.94260953292,-87.83093049204,POINT (-87.830930492038 41.942609532923)
601432400,Noise Complaint,4624 S LAWLER AVE,4624,,S,LAWLER,AVE,129151,2023-09-08T00:00:00Z,there is a very loud noise,DEPT. OF PUBLIC HEALTH,Resolved,2023-09-11T00:00:00Z,41.80859306012,-87.74944567724,POINT (-87.749445677235 41.808593060125)
601339624,Construction and Demolition,6103 S TROY ST,6103,,S,TROY,ST,8386,2023-04-19T00:00:00Z,: THERE ARE PEOPLE WHO BOUGHT THE BUILDING THAT ARE DUMPING DRYWALL AND OTHER DEBRIS IN THE BACK OF THE BUILDING. THEY DO NOT HAVE A DUMPSTER,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-04-20T00:00:00Z,41.78248000699,-87.70187294657,POINT (-87.701872946572 41.782480006988)
601474600,Air Pollution Work Order,3823 S HALSTED ST,3823,,S,HALSTED,ST,249349,2023-11-26T00:00:00Z,Production of pork blood gel causing entire area to stink. Operating at noon on a Sunday which is outside of business hours. City has been contacted numerous times over 2 years.,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-11-27T00:00:00Z,41.82455722208,-87.6458152846,POINT (-87.645815284595 41.824557222083)
601410266,Noise Complaint,1252 N WELLS ST,1252,,N,WELLS,ST,84397,2023-08-05T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Resolved,2023-08-07T00:00:00Z,41.90543300791,-87.63468085706,POINT (-87.634680857065 41.905433007909)
601472592,Air Pollution Work Order,2701 E 100TH ST,2701,,E,100TH,ST,10937,2023-11-17T00:00:00Z,PULLMAN INNOVATIONS - Other - THE SMELL OF THE BUSINESS IS AFFECTING QUALITY OF LIFE OF THE RESIDENTS - Commercial - Monday|Tuesday|Wednesday|Thursday|Friday - 7A-7P&nbsp;,DEPT. OF PUBLIC HEALTH,Complaint Valid,2023-11-20T00:00:00Z,41.71324291275,-87.55803846898,POINT (-87.558038468978 41.713242912752)
601379890,Noise Complaint,14 W SUPERIOR ST,14,,W,SUPERIOR,ST,417325,2023-06-17T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-06-20T00:00:00Z,41.89578127488,-87.62875796343,POINT (-87.628757963432 41.895781274878)
601484232,Air Pollution Work Order,4747 W MADISON ST,4747,,W,MADISON,ST,379542,2023-12-20T00:00:00Z,"Crews appear to be doing unpermitted demo work on the single story building here.Unknown. Property was recently sold by the cook county land bank, possibly to same owners as 4741-43 w madison.&nbsp;",DEPT. OF PUBLIC HEALTH,Resolved,2023-12-21T00:00:00Z,41.88039476709,-87.74469740558,POINT (-87.744697405582 41.880394767093)
601338594,Air Pollution Work Order,11948 S UNION AVE,11948,,S,UNION,AVE,13776,2023-04-18T00:00:00Z,"Open dumping is occurring on an abandon lot. The open dumping consists of oil spills, trash, debris, and large semi tires along with fallen trees. According to the complainant a complaint was filed with the City of Chicago. The complainant is concerned about the kids and the nearby residents.",DEPT. OF PUBLIC HEALTH,Alleged violation unfounded,2023-04-19T00:00:00Z,41.67639153401,-87.63960237291,POINT (-87.639602372914 41.676391534014)
601348027,Construction and Demolition,225 W RANDOLPH ST,225,,W,RANDOLPH,ST,3308,2023-05-02T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Alleged violation not found,2023-05-03T00:00:00Z,41.88435557962,-87.63463654989,POINT (-87.634636549891 41.884355579622)
601401089,Air Pollution Work Order,5701 S CLAREMONT AVE,5701,,S,CLAREMONT,AVE,249349,2023-07-21T00:00:00Z,,DEPT. OF PUBLIC HEALTH,Refer to other Depts,2023-07-24T00:00:00Z,41.79012177707,-87.68238079877,POINT (-87.682380798769 41.790121777073)
